,type,season,review,price,brand,link
라이트팩 미니 COCONUT,bag,spring_summer_autumn_winter,"라이트팩 미니 코코넛은 간편한 크기와 실용적인 디자인이 돋보이며, 휴대하기 좋은 백입니다. 다양한 스타일에 잘 어울립니다.","49,000원",잔스포츠,https://www.musinsa.com/products/3795569
BBABBA 3 STRING POUCH R,bag,spring_summer_autumn_winter,"BBABBA 3 STRING POUCH R은 작은 크기에도 불구하고 실용적인 수납공간을 제공하여, 일상적인 소지품을 정리할 수 있습니다.","12,800원",소곤소곤,https://www.musinsa.com/products/2292164
글로시 에코 스트링 백팩,bag,spring_summer_autumn_winter,"글로시 에코 스트링 백팩은 세련된 디자인과 실용적인 기능을 갖춘 백팩으로, 다양한 상황에서 유용하게 사용할 수 있습니다.","30,000원",돈애스크마이플랜,https://www.musinsa.com/products/3212318
브리즈,bag,spring_summer_autumn_winter,"브리즈 백은 스타일리시한 디자인과 실용성을 겸비한 백으로, 데일리백으로 적합합니다. 다양한 색상으로 선택할 수 있습니다.","100,000원",프루아,https://www.musinsa.com/products/2630526
mmo backpack nylon slub / beige,bag,spring_summer_autumn_winter,베이지 컬러의 mmo 백팩 나일론 슬럽은 세련된 디자인과 내구성이 뛰어난 소재로 제작되어 일상적인 사용에 매우 적합합니다.,"87,000원",에메모가든,https://www.musinsa.com/products/3175966
심볼 로고 타이벡 스트링백 BLACK,bag,spring_summer_autumn_winter,"타이벡 소재의 심볼 로고 스트링백 블랙은 내구성이 뛰어나고 간편한 수납이 가능하며, 가벼운 외출 시 편리하게 사용할 수 있습니다.","119,000원",엘엠알,https://www.musinsa.com/products/3587998
슈퍼 스태쉬 BLACK,bag,spring_summer_autumn_winter,"슈퍼 스태쉬 블랙은 실용적인 디자인과 편리한 수납공간을 제공하며, 어떤 스타일에도 잘 어울리는 백입니다.","19,000원",잔스포츠,https://www.musinsa.com/products/3275019
SQUARE BAG MINI_BLACK,bag,spring_summer_autumn_winter,"스퀘어 백 미니 블랙은 간결하고 세련된 디자인이 특징이며, 작은 크기로 가벼운 소지품을 담기에 적합합니다.","142,000원",니히,https://www.musinsa.com/products/2716718
에코백,bag,spring_summer_autumn_winter,"에코백은 실용적인 디자인과 넉넉한 수납공간을 자랑하며, 다양한 상황에서 활용할 수 있는 기본 아이템입니다.","50,000원",프루아,https://www.musinsa.com/products/1954448
NBGCEFW701 / 글로시 리본 더플백,bag,spring_summer_autumn_winter,"글로시 리본 더플백은 세련된 디자인과 넉넉한 수납공간이 특징으로, 여행이나 스포츠 활동 시 유용하게 사용할 수 있습니다.","69,900원",뉴발란스,https://www.musinsa.com/products/4116026
Paris Chill Bag,bag,spring_summer_autumn_winter,"파리 칠 백은 고급스러운 디자인과 실용적인 크기로 데일리백으로 매우 적합하며, 다양한 상황에 잘 어울립니다.","42,000원",호텔파리칠,https://www.musinsa.com/products/3654210
N245ACR620 위티 슬링백 BLACK,bag,spring_summer_autumn_winter,"위티 슬링백 블랙은 간편한 착용감과 실용적인 디자인이 돋보이며, 소지품을 간편하게 휴대할 수 있습니다.","69,000원",내셔널지오그래픽,https://www.musinsa.com/products/3740811
SLIM METAL CARD HOLDER IN SILVER,bag,spring_summer_autumn_winter,"실버 슬림 메탈 카드 홀더는 세련된 디자인과 편리한 카드 수납공간을 제공하여, 카드와 현금을 깔끔하게 정리할 수 있습니다.","48,000원",마뗑킴,https://www.musinsa.com/products/3819340
mmo backpack nylon slub / navy,bag,spring_summer_autumn_winter,네이비 컬러의 mmo 백팩 나일론 슬럽은 내구성이 뛰어난 소재로 제작되어 실용적인 디자인을 제공합니다.,"87,000원",에메모가든,https://www.musinsa.com/products/3175972
VTGcardholder- 데님,bag,spring_summer_autumn_winter,"데님 컬러의 빈티지 카드 홀더는 클래식한 디자인과 실용적인 크기로, 일상적인 사용에 매우 적합합니다.","29,000원",홈보이스포츠클럽,https://www.musinsa.com/products/3514374
Toque Balaca Card Wallet  Pale Pink,bag,spring_summer_autumn_winter,"Pale Pink 컬러의 Toque Balaca 카드 지갑은 부드러운 색감과 실용적인 디자인이 특징으로, 카드와 현금을 정리하기 좋습니다.","75,000원",분크,https://www.musinsa.com/products/4078656
24SS 메쉬백 빅 - 실버/MESH BAG / BIG / SILVER,bag,spring_summer_autumn_winter,24SS 메쉬백 빅 실버는 넉넉한 크기와 실용적인 디자인으로 여행이나 스포츠 활동에 유용하게 사용할 수 있습니다.,"249,000원",포츠포츠,https://www.musinsa.com/products/4175684
Nostalgia chubby Backpack White,bag,spring_summer_autumn_winter,노스탤지아 츄비 백팩 화이트는 깔끔한 디자인과 실용적인 크기로 데일리백으로 적합합니다. 다양한 스타일에 잘 어울립니다.,"129,000원",라츠유,https://www.musinsa.com/products/3952726
mmo backpack nylon ripplerip / cement,bag,spring_summer_autumn_winter,"시멘트 컬러의 mmo 백팩 나일론 리플랩은 실용적인 디자인과 내구성이 뛰어난 소재로 제작되어, 일상적인 사용에 적합합니다.","87,000원",에메모가든,https://www.musinsa.com/products/4100898
하이랜드 미니팩 MISTY ROSE,bag,spring_summer_autumn_winter,"미스티 로즈 컬러의 하이랜드 미니팩은 부드러운 색감과 세련된 디자인이 특징이며, 소지품을 간편하게 정리할 수 있습니다.","49,000원",잔스포츠,https://www.musinsa.com/products/3923897
line boston bag - 블랙,bag,spring_summer_autumn_winter,"라인 보스턴 백 블랙은 클래식한 디자인과 실용적인 크기를 자랑하며, 일상적인 사용에 매우 적합합니다.","68,000원",홈보이스포츠클럽,https://www.musinsa.com/products/3512898
ACCORDION WALLET IN LIGHT YELLOW,bag,spring_summer_autumn_winter,"아코디언 월렛 라이트 옐로우는 세련된 디자인과 실용적인 카드 수납공간을 제공하여, 간편하게 휴대할 수 있습니다.","88,000원",마뗑킴,https://www.musinsa.com/products/2527611
Square Low Bag · 스퀘어 로우백,bag,spring_summer_autumn_winter,"스퀘어 로우백은 세련된 디자인과 실용적인 크기를 제공하며, 일상적인 소지품을 쉽게 담을 수 있습니다.","106,000원",스탠드오일,https://www.musinsa.com/products/4436726
SPORTY TOTE BAG IN WHITE,bag,spring_summer_autumn_winter,"화이트 스포츠 토트백은 깔끔하고 실용적인 디자인으로, 운동 후나 간편한 외출에 적합한 백입니다.","145,000원",마뗑킴,https://www.musinsa.com/products/2624678
Magpie Card Wallet  Lavender,bag,spring_summer_autumn_winter,"라벤더 마그파이 카드 지갑은 세련된 디자인과 실용적인 수납공간을 제공하여, 카드나 현금을 깔끔하게 정리할 수 있습니다.","65,000원",분크,https://www.musinsa.com/products/3035889
백팩 AUTHENTIC 데이팩 DAY PAKR EOCBA05 008,bag,spring_summer_autumn_winter,"백팩 Authentic 데이팩은 튼튼한 소재와 실용적인 디자인으로 제작되어, 일상적인 사용과 여행에 모두 적합합니다.","99,000원",이스트팩,https://www.musinsa.com/products/3294513
Baguette Shoulder S _5colors,bag,spring_summer_autumn_winter,"바게트 숄더백 S는 다양한 색상으로 제공되며, 작은 크기에도 불구하고 충분한 수납공간을 제공합니다.","295,000원",분크,https://www.musinsa.com/products/3029922
캐리어 이니셜스티커,bag,spring_summer_autumn_winter,"캐리어 이니셜스티커는 여행용 가방에 손쉽게 부착할 수 있는 아이템으로, 여행 시 유용하게 사용할 수 있습니다.","4,500원",헤이즈,https://www.musinsa.com/products/3558841
Lucky Pleats Knit M,bag,spring_summer_autumn_winter,"럭키 플리츠 니트 M은 스타일리시한 디자인과 편안한 착용감이 특징이며, 다양한 룩에 잘 어울립니다.","59,800원",조셉앤스테이시,https://www.musinsa.com/products/2948133
mmo backpack nylon ripplerip / light green,bag,spring_summer_autumn_winter,라이트 그린 컬러의 mmo 백팩 나일론 리플랩은 부드럽고 세련된 디자인으로 일상적인 사용에 매우 적합합니다.,"87,000원",에메모가든,https://www.musinsa.com/products/4101209
Occam Lune Star Card Wallet  Muddy Blue,bag,spring_summer_autumn_winter,Muddy Blue 컬러의 Occam Lune Star 카드 지갑은 고급스러운 디자인과 실용적인 수납공간을 제공합니다.,"95,000원",분크,https://www.musinsa.com/products/3866235
mmo backpack nylon slub / soft khaki,bag,spring_summer_autumn_winter,소프트 카키 컬러의 mmo 백팩 나일론 슬럽은 내구성이 뛰어난 소재로 제작되어 실용적입니다.,"87,000원",에메모가든,https://www.musinsa.com/products/3389316
nearest bag 니어레스트 크림,bag,spring_summer_autumn_winter,니어레스트 크림 백은 실용적인 디자인과 편리한 착용감으로 일상적인 사용에 적합합니다.,"58,000원",무쿠앤에보니,https://www.musinsa.com/products/2624449
코다크롬 버킷 백팩 KHAKI,bag,spring_summer_autumn_winter,"카키 코다크롬 버킷 백팩은 내구성이 뛰어난 소재로 제작되어 실용적인 디자인을 제공하며, 여행이나 일상에 적합합니다.","99,000원",코닥,https://www.musinsa.com/products/3115013
베이식 악세서리 파우치 BLACK,bag,spring_summer_autumn_winter,"베이식 악세서리 파우치 블랙은 실용적인 크기와 디자인이 특징으로, 작은 소지품을 정리할 수 있습니다.","12,900원",잔스포츠,https://www.musinsa.com/products/2626284
ESSENTIAL TEAM BAG _33YY2307,bag,spring_summer_autumn_winter,"에센셜 팀 백은 간편한 디자인과 실용적인 수납공간이 특징으로, 데일리백으로 적합합니다.","69,000원",미즈노,https://www.musinsa.com/products/3831773
테니스 드로우스트링 백팩_WU33008413BLK,bag,spring_summer_autumn_winter,테니스 드로우스트링 백팩 블랙은 운동 후 편리하게 소지품을 수납할 수 있는 실용적인 백팩입니다.,"149,000원",윌슨,https://www.musinsa.com/products/3819416
BABY SPORTY TOTE BAG IN LIGHT GREY,bag,spring_summer_autumn_winter,"베이비 스포츠 토트백 라이트 그레이는 귀엽고 실용적인 디자인이 돋보이며, 가벼운 소지품을 담기에 적합합니다.","138,000원",마뗑킴,https://www.musinsa.com/products/3350436
Vintage Mail Bag_Wax Canvas Camel,bag,spring_summer_autumn_winter,"빈티지 메일 백은 왁스 캔버스 소재로 제작되어 내구성이 뛰어나며, 스타일리시한 디자인이 특징입니다.","68,000원",모노노,https://www.musinsa.com/products/475946
ACCORDION WALLET IN LIGHT VIOLET,bag,spring_summer_autumn_winter,라이트 바이올렛 아코디언 월렛은 고급스러운 디자인과 실용적인 수납공간을 제공합니다.,"88,000원",마뗑킴,https://www.musinsa.com/products/2527610
오리지널 포켓 숄더백 블랙,bag,spring_summer_autumn_winter,오리지널 포켓 숄더백 블랙은 세련된 디자인과 실용적인 크기로 데일리백으로 매우 적합합니다.,"48,000원",벤 데이비스,https://www.musinsa.com/products/1936408
enamelzipcardholder - 스카이,bag,spring_summer_autumn_winter,스카이 컬러의 에나멜 지퍼 카드 홀더는 고급스러운 디자인과 간편한 카드 수납공간을 제공합니다.,"33,000원",홈보이스포츠클럽,https://www.musinsa.com/products/3514700
스테디 스트링 백팩,bag,spring_summer_autumn_winter,"스테디 스트링 백팩은 실용적인 디자인과 편리한 수납공간을 자랑하며, 다양한 상황에서 활용할 수 있습니다.","32,800원",아이홉소,https://www.musinsa.com/products/2213507
라이트팩 미니 BLUE DUSK,bag,spring_summer_autumn_winter,이 가방은 넉넉한 수납 공간과 심플한 디자인으로 실용성과 스타일을 모두 갖췄습니다.,"49,000원",잔스포츠,https://www.musinsa.com/products/3795570
브리즈백_블루,bag,spring_summer_autumn_winter,방수 소재로 제작되어 비 오는 날에도 안심하고 사용할 수 있는 가방입니다.,"92,000원",아틀리에파크,https://www.musinsa.com/products/3332149
STREET BACKPACK - CREAM,bag,spring_summer_autumn_winter,가볍고 튼튼한 소재로 제작되어 장시간 휴대에도 부담이 없습니다.,"99,000원",마크곤잘레스,https://www.musinsa.com/products/3061337
스크런치 호보 레오파드,bag,spring_summer_autumn_winter,내부 수납 공간이 잘 나뉘어 있어 소지품을 깔끔하게 정리할 수 있습니다.,"48,000원",제드레페브5,https://www.musinsa.com/products/2780808
쇼핑백 - S,bag,spring_summer_autumn_winter,심플하면서도 세련된 디자인으로 다양한 옷과 잘 어울립니다.,"1,500원",락피쉬웨더웨어,https://www.musinsa.com/products/2976897
유니섹스 크로스백 블랙,bag,spring_summer_autumn_winter,편안한 어깨 스트랩과 경량 디자인으로 장시간 착용에도 피로감이 적습니다.,"63,000원",말렌,https://www.musinsa.com/products/2412500
CITY BOYS LAPTOP CASE Black,bag,spring_summer_autumn_winter,내구성 높은 소재로 오랜 시간 사용해도 변형이 적은 가방입니다.,"62,000원",스위치,https://www.musinsa.com/products/1242563
Toque Hermit Mini Cross _4colors,bag,spring_summer_autumn_winter,컴팩트한 사이즈와 깔끔한 디자인으로 데일리로 활용하기 좋습니다.,"165,000원",분크,https://www.musinsa.com/products/3029915
EMIS HOBO BAG-BLACK,bag,spring_summer_autumn_winter,다양한 수납 공간과 세련된 디자인으로 여행과 출퇴근에 적합합니다.,"42,000원",이미스,https://www.musinsa.com/products/4418651
Flow bag,bag,spring_summer_autumn_winter,실용성과 멋스러움을 동시에 갖춘 다목적 백팩입니다.,"179,000원",아카이브앱크,https://www.musinsa.com/products/4398151
